"review_name","review_stars","review_comment"
"Joanne Slauson","1.0 out of 5 stars","Package arrived as shown with nickle size hole already outlined."
"Gene S.","1.0 out of 5 stars","I ordered a pack of medium and the fit is too loose. I like my undershirts to be snug."
"Daniel kleiner","1.0 out of 5 stars","On the photos it lookels like a slim shirt but its not its too loose unfortunately i dont like this"
"Daniel Calhoon","1.0 out of 5 stars","received only 4 of the 5 shirts..Did not get the white one"
"Ottis","1.0 out of 5 stars","Crap! Fell apart after first was. Don't buy it. Trust me."
"Takisha","1.0 out of 5 stars","I thought that the shirts would have been a little more fitted then loose. I can’t fit the shirts"
"Kenneth Andrew Calvert","1.0 out of 5 stars","After about a year, stitching is unraveling on a few of the shirts from one pack."
"Charlie B","1.0 out of 5 stars","Way to small"
"Kk","1.0 out of 5 stars","Don’t recommend, nothing like the picture"
"Amazon Customer","1.0 out of 5 stars","Very disappointed in how they looked after i washed them. They shrunk and looked very wrinkled"
"AmazonBR","1.0 out of 5 stars","Arrived with dark stains looks like dirt or mold and the lower stain blue ink"
"Jagger Smocer","1.0 out of 5 stars","V neck was off once bought and after 1 wash forget about it you get use maybe out of each shirt before you throw them out"
"Arturo V.","1.0 out of 5 stars","Me picaban en la piel. El diseño no era bueno."
"todd","1.0 out of 5 stars","Hard to write that it’s too large and too small
Arms floppy big , not snug through waist
Basically a cheap tee"
"Edward","1.0 out of 5 stars","I wear medium in all shirts and never do I have a problem with the armpit area, these shirts are so tight in the armpit it rolls the sleeves up by themselves! Buy one and check for fit before buying bulk"
"Amazon Customer","1.0 out of 5 stars","Product came open and missing 1 shirt"
"Kelly","1.0 out of 5 stars","After you watch any of these shirts even in cold water on delicate they will shrink and be way too short"
"Amazon Customer","1.0 out of 5 stars","I am surprised at how poorly made these are. If you’re interested in these, just go with something else."
"Ash","1.0 out of 5 stars","Tears easily"
"Amazon Customer","1.0 out of 5 stars","Neck is gigantic and it’s so body it’s a terrible fit"
"Josh","1.0 out of 5 stars","One shirt had a hole in it. 2 shirts had sleeves with different lengths that were extremely noticeable. The other 3 shirts were ""meh"" at best."
"NO","1.0 out of 5 stars","The actual sleeve length on the short sleeve is too short"
"Amazon Customer","1.0 out of 5 stars","worth exactly the price .... very cheap.
quality is bad, stitching is rough, sizing is too large."
"Liz Gianessi","1.0 out of 5 stars","Faded after one wash, disappointed"
"Dennis H.","1.0 out of 5 stars","Cheap and thin"
"My4monstermonkyboyz","1.0 out of 5 stars","Not a men's shirt. The V-neck is too low. The fabric is good, so I ended up giving them to my niece."
"Eduardo","1.0 out of 5 stars","Bad quality. Shrink after washing"
"Amiran Khutsishvili","1.0 out of 5 stars","I ordered m size but thei sent me us m size that's why it doesn't fit me"
"Southern Gentleman","1.0 out of 5 stars","Didn’t fit"
"Amazon Customer","1.0 out of 5 stars","Poor quality, they all shrank in weird places. Like the sleeves."
"SherryiLBC","1.0 out of 5 stars","Shirts come with tears. I know it’s an undershirt, but for $17 I don’t expect for the shirts to arrive with holes."
"Kevin T. Stein","1.0 out of 5 stars","Too boxy ! The image appeared to be more athletic fit . Not what I expected . If possible would like a credit ."
"andre wellesely","1.0 out of 5 stars","Way way way too big. Really just a waste of money. I always get the same size but this brand just fits huge."
"Timmy Haines","1.0 out of 5 stars","Quality wasn’t as expected"
"Amazon Customer","1.0 out of 5 stars","They shrink after the first wash, the width isn’t bad, but shrinks up from the bottom. Wouldn’t recommend."
"C L Steele","1.0 out of 5 stars","Liked nothing disliked everything."
"David Thibodeaux","1.0 out of 5 stars","Ordered these hoping for a great deal - instead, I got 4 crew necks and 1 vneck.
Buyer beware."
"David Sullivan","1.0 out of 5 stars","Cleary advertises as a 5 pck but only sends a 4 pack. Very low quality as well. I would never buy again."
"Amazon Customer","1.0 out of 5 stars","Solo se ven bien en fotos"
"Amazon Customer","1.0 out of 5 stars","I received 4 pack but not 5 pack..."
"FiftyPHX","1.0 out of 5 stars","The neck is extremely streched out"
"Amazon Customer","1.0 out of 5 stars","V neck was huge, it looked like I was wearing a big ass basketball jersey."
"Ismael Ornelas","1.0 out of 5 stars","Faded with the first two washes, it’s okay but still 1 star"
"george b williams","1.0 out of 5 stars","If there cotton I wonder were there cotton came from, will not reorder again..
George Williams"
"Sabra","1.0 out of 5 stars","I only received 1!"
"Karl","1.0 out of 5 stars","Very poor quality!! The v neck connection point and collar are coming apart after 60 days."
"Victor E bamaca","1.0 out of 5 stars","Horrible quality. Wish I could have returned them but I washed them already and the material is still the same."
"Joseph E. Everhart","1.0 out of 5 stars","Not comfortable. Rarely wear"
"juli1987","1.0 out of 5 stars","la calidad de la prenda es muy mala"
"PAULY M.","1.0 out of 5 stars","El producto no es marca original gildan, encima me llamaron sucias 🤯🤯🤯 pésimo"
"Yaron Levi","1.0 out of 5 stars","Its inormes..."
"Jonathan","1.0 out of 5 stars","100% cotton. Considerable amount of shrinkage after washing to the point of donating all."
"jtsportsfan","1.0 out of 5 stars","Poor quality"
"Cody graybill","1.0 out of 5 stars","Good value. Terrible quality. Not the same Gildan shirts I've ordered recently."
"TIEN DO","1.0 out of 5 stars","qualiy is not good. the size is too big but it shrink smailler. and the neck is too big."
"reginald cabrera","1.0 out of 5 stars","After one wash it looks like it's a old shirt."
"Bryan Macias","1.0 out of 5 stars","Opened the pack, threw them in the washer and washed them on delicate. Washed them alone. One shirt had one big hole after my laundry was all said and done. Needless to say, you're taking a risk buying these."
"Keith Kaspar","1.0 out of 5 stars","It looks like Walmart crap. Not what was pictured or described."
"Michael Shane Tate","1.0 out of 5 stars","The cut is boxy and the sleeves are wide, long and baggy. Cheaply made."
"Isaiah Rudder","1.0 out of 5 stars","By the first wash the neck line and only the neckline get discolored. I’m guessing it’s a much lower quality fabric they use for this part of the garment."
"marius","1.0 out of 5 stars","Washed it before wearing for the first time and it shrunk to half its size. No thanks."
"Bruce Jordan","1.0 out of 5 stars","V Neck t Shirts are to long"
"tom braden","1.0 out of 5 stars","shirts roll up while you are wearing them they are nothing but junk."
"Amazon Customer","1.0 out of 5 stars","Wow this is a little shady. I thought I ordered Large for my son but we he received them they were 2XL and only a 4 pack."
"john guerra","1.0 out of 5 stars","Beware!!
Your going to get a 4pack not 5pack!"
"Rustam Gabitov","1.0 out of 5 stars","Literally trash. Don't buy. V is so deep, it looks ugly. Can't even return it now"
"James K","1.0 out of 5 stars","Shrunk a lot - XL shrunk to smaller than a large size"
"Anthony C Jamerson","1.0 out of 5 stars","Stay away from Amazon under clothes. The no not what they are doing. Awful product."
"Ran Messika","1.0 out of 5 stars","The size is too long and big.
It's like XL size.
To bad."
"V. Kocharyan","1.0 out of 5 stars","Horrible product, after I washed it found holes in it, stains on shirt, don’t buy!"
"Arthur LaBerge II","1.0 out of 5 stars","This shirt is crap. Huge V-neck. Shrinks and looks like an above the waist shirt."
"Roarke Porter","1.0 out of 5 stars","Never again"
"Amazon Customer","1.0 out of 5 stars","Itchy"
"Taylor","1.0 out of 5 stars","Loose. Doesn’t fit well. Odd shaped."
"Yehuda J","1.0 out of 5 stars","Product is to bagy"
"javier","1.0 out of 5 stars","At first wash the color faded And the shirts look old and worn out."
"Guadalupe R.","1.0 out of 5 stars","After one wash the shirts have shrunk a lot, thread sticking out and losing the shape."
"Ken Forbes","1.0 out of 5 stars","Got Mediums, they fit like an XS and got even smaller after washing. Buy bigger"
"Joseph","1.0 out of 5 stars","The shirt was small and the actual collar was way to big."
"Luke mcclary","1.0 out of 5 stars","After first wash, tshirts started to come apart at seams."
"Jordan Vilcapoma","1.0 out of 5 stars","Material is not soft a all, expected better"
"nithu","1.0 out of 5 stars","After a wash it shrink Ed so that I unable to use it now"
"Julias__","1.0 out of 5 stars","Very disappointed..the tee shirts are advertised as 5 different colors. I received 3 black 1 dark gray 1 light gray."
"Abdul","1.0 out of 5 stars","Horrible product don't waste your money on this"
"Amazon Customer","1.0 out of 5 stars","Muy corriente"
"destiny","1.0 out of 5 stars","Very disappointed. Two of the six shirts had blue ink all over them and couldn’t be used."
"Jeff","1.0 out of 5 stars","The V neck collar was huge. The shirt was supposed to be a L but it was more like an XL or bigger"
"Andrew William Shea","1.0 out of 5 stars","Loved half the shirts. But half were sent with holes in the shoulder/armpit seam."
"Brad Foster","1.0 out of 5 stars","Shirts don't keep their shape when you wash them"
"Tom Marsicano","1.0 out of 5 stars","The shirts do not hold up. Washed and dried and shrunk."
"Kindle Customer","1.0 out of 5 stars","Ordered a 5 pack and got a 4 pack"
"Bagrat Mkrtchyan","1.0 out of 5 stars","Not finished threads sticking out everywhere."
"Justin Dainard","1.0 out of 5 stars","The shirt shank to be short and the the V neck is to low."
"Amazon Customer","1.0 out of 5 stars","Washed and dried them like I do all my new clothes. They shrunk too much and couldn’t ware them."
"Devin wotton","1.0 out of 5 stars","Didn't get a white one like it said"
"Robyn Salinas","1.0 out of 5 stars","Does not fit or look like a small at all"
"Oscar Figueroa","1.0 out of 5 stars","Me salió una camiseta rota de una manga"
"SAbby","1.0 out of 5 stars","Poor quality"
"Naser","1.0 out of 5 stars","I really didn’t Like like that"
"mkt611","1.0 out of 5 stars","Two of the shirts had holes"
"Sekou Mansare","1.0 out of 5 stars","They are too light and small looks lie big."
"Hawk Stallion","1.0 out of 5 stars","Ordered medium size. Super long, about 4-5 inches longer than standard medium . They should have marked that on package or description."
"klarks","1.0 out of 5 stars","If you put them in the dryer, they disappear. Sad."
"tim","1.0 out of 5 stars","Not like photo. Baggy."
"Alex","1.0 out of 5 stars","Solo me llegaron 4 camisetas y no 5"
"gilbert orta","1.0 out of 5 stars","Advertises 5 pack but definitely only came with 4 shirts. Two black, one white, one grey. Not pleased."
"Patrick Arnold","1.0 out of 5 stars","Extremely itchy - even after washing them..."
"Hussain","1.0 out of 5 stars","Material Quality is bad & low craftsmanship."
"Juan Hernandez","1.0 out of 5 stars","Too small to be a medium had to give them away"
"Myles Akins","1.0 out of 5 stars","I did not get it"
"Scooby","1.0 out of 5 stars","Shirts felt scratchy and were not of quality material."
"NO","1.0 out of 5 stars","Fabric is too rough"
"Félix R.","1.0 out of 5 stars","Que queda el cuello muy abierto muy grande"
"Eddie Nelson","1.0 out of 5 stars","Poor quality."
"Summer Vasek","1.0 out of 5 stars","All 2 of the black shirts had bleach stains!! 0 stars!"
"ecortez","1.0 out of 5 stars","My white shirt came with a blue stain on it. 🤦🏽‍♂️"
"Paula A. Fistick","1.0 out of 5 stars","Way too small (ordered 1 size larger than I usually wear) and also it gave my skin a rash"
"Amazon Customer","1.0 out of 5 stars","Shrink after 1 wash"
"Amazon Customer","1.0 out of 5 stars","The material is poor"
"Linda S","1.0 out of 5 stars","It was to big for my boyfriend"
"Amazon Customer","1.0 out of 5 stars","Horrible quality"
"Timur","1.0 out of 5 stars","Bad quality and uncomfortable."
"Will Billy","1.0 out of 5 stars","Said 5 pack, I only received 4"
"Keri Francis","1.0 out of 5 stars","We are disappointed with our order. Opened the package there was a tinybwhole on this new undershirt."
"Reem","1.0 out of 5 stars","Maybe I got 2 bad products..."
"Ramon Vela","1.0 out of 5 stars","Neck was to wide. Looked funny like a girls shirt"
"mark petersen","1.0 out of 5 stars","Shirts are loose and baggy, the material is coarse and uncomfortable the quality is bad, very disappointed."
"Eddie Diaz","1.0 out of 5 stars","Cheap quality"
"Latoya byrd","1.0 out of 5 stars","There's a square where you can feel the material but bad decision because they have dirt patches on shirts."
"Awny Jaber","1.0 out of 5 stars","I found a hole on many of them"
"George Casarez","1.0 out of 5 stars","Wrong ones wanted regular"
"Rafael De haro","1.0 out of 5 stars","Its too big on the chest"
"Buddy 24","1.0 out of 5 stars","Wrong size"
"Amazon Customer","1.0 out of 5 stars","No es muy buena la tela"
"Carlos Hernandez","1.0 out of 5 stars","Demasiado extra grande"
"KRIANGVIT SINAWAT","1.0 out of 5 stars","Really Poor quality!"
"Denise Upham","1.0 out of 5 stars","Don’t like v neck shirts"
"Estevan","1.0 out of 5 stars","Muy largo"
"howard gamble","1.0 out of 5 stars","Product arrived with dirt stain on shirts. All three packages. Request replacements at no charge. See photo."
"Edward Cho","1.0 out of 5 stars","Too loose and not fitted"
"Patricia sutton","1.0 out of 5 stars","It was too large"
"Brandon","1.0 out of 5 stars","Just way to big"
"daniel popa","1.0 out of 5 stars","Not my expected"
"Norma Kightlinger","1.0 out of 5 stars","Definitely NOT a mens style!"
"Tyler","1.0 out of 5 stars","bad material"
"Daniel Amaya Atayde","1.0 out of 5 stars","No recommend"
"avremi","1.0 out of 5 stars","Far too big"
"juan","1.0 out of 5 stars","Muy grande"
"Yaron Barzilai","1.0 out of 5 stars","The shirts were wide on the waste and if you wash them they would probably get wider."
"Sam","1.0 out of 5 stars","Not the right color the was I expect🤨"
"kirk Braham","1.0 out of 5 stars","Cheap ass shirt the neck became loose with the first wash"
"Amazon Customer","1.0 out of 5 stars","V is too deep, fits like XL even after washing"
"Liria L","1.0 out of 5 stars","Its suppose to be a 5-pack, I only received 4 !"
"Amazon Customer","1.0 out of 5 stars","The shirts are made very wide. A med shirt fit a XL male. The shirts are now used as cleaning shirts."
"Amazon Customer","1.0 out of 5 stars","To big"
"Dallas Margritz","1.0 out of 5 stars","It’s really only a 4 pack.... not a 5 pack as written"
"Clyde Peterson","1.0 out of 5 stars","Ya have alot of false advertising."
"Jose Luis Montoya Salazar","1.0 out of 5 stars","Muy malo"
"Fabian C Manning","1.0 out of 5 stars","Feel cheap"
"Andújar Miguel","1.0 out of 5 stars","Que aún estoy esperando donde eso debió estar ya hace una semana aquí en mis manos"
"David Leija","1.0 out of 5 stars","Just t-shirts."
"Latiesha Williams","1.0 out of 5 stars","I ordered the wrong size"
"Alexy svider","1.0 out of 5 stars","The shirts quality is awful"
"danny","1.0 out of 5 stars","Cotton rough as sandpaper"
"Treacy Ballardo","1.0 out of 5 stars","Poor quality"
"Jesus lopez","1.0 out of 5 stars","Malisima calidad de la tela"
"Amazon Customer","1.0 out of 5 stars","I ordered a mix of white, black and gray. Got all black and gray."
"Ignacio Sepulveda","1.0 out of 5 stars","Shirts came stained and way too big"
"Mary Pat Zitter","1.0 out of 5 stars","Too hot to sleep in"
"kala k.","1.0 out of 5 stars","Too big"
"Mariah","1.0 out of 5 stars","Recieved what appears to be a returned bag of shirts"
"dpmadis","1.0 out of 5 stars","Stiff and rough shirts"
"Amazon Customer","1.0 out of 5 stars","It was dirty and to large"
"Weliton","1.0 out of 5 stars","To big"
"Lee Ki Hyub","1.0 out of 5 stars","Don't complete."
"Manny santiago","1.0 out of 5 stars","Me la mandaron rota"
"Jacqueline K Lamb","1.0 out of 5 stars","To sleep in"
"James","1.0 out of 5 stars","Terrible quality. Rough and itchy."
"Amazon Customer","1.0 out of 5 stars","Average quality ! Not a good fit"
"biordisan","1.0 out of 5 stars","Very good quality but for me the V is too deep and the size is too large. Now I don't like slim slim fit, but is should it be like a tent. I am athletic build 6'3 with broad shoulders and no tummy lol"
"Jonathan Prater","1.0 out of 5 stars","Terrible quality and terribly uncomfortable. LOL do not buy"
"Chris","1.0 out of 5 stars","Far to long. I'm 6' 2"", thin frame and the medium falls far past my waist. Would need to tuck into my pants to wear with most shirts."
"Amazon Customer","1.0 out of 5 stars","Bigger than Hanes t shirts. I wish I had of just paid more and got Hanes. The shirts look like they have air in them."
"Dustin G.","1.0 out of 5 stars","Many manufacturers like Hanes, Gildan, and FotL, have transitioned to some weak thread pattern that is not only weak but rough as well. I dislike that I have to pay a premium for a decent shirt, but given the quality, fit, comfort, and softness of the higher-priced shirts are worth 10 of these shirts. I run medium/large and am 5'7"" and the large comes untucked very easily which now makes these shirts my new shop rags. And I wish I were joking."
"Amazon Customer","1.0 out of 5 stars","Something is just not right with these t-shirts. There is no uniform fit from shirt to shirt. There's a really uncomfortable rough texture to the material; several was cycles did not help. Will not be reordering this brand in the future."
"Karen","1.0 out of 5 stars","very cheaply made. Material is paper thin so much so when we washed them they curled up on the bottom of the t-shirt. Not worth the price."
"Jane ari","1.0 out of 5 stars","They are unthreatening from the seams poor quality not happy"
"emilio lovato","1.0 out of 5 stars","I took advise saying these shirts would shr8ng after wash dramatically so to buy a size larger, they didn't shrink. Now I have several way too big shirts sitting in my closet..."
"Bobby Smith","1.0 out of 5 stars","Quaility is poor after 1 wash faded"
"DENISE ACERRA","1.0 out of 5 stars","These t shirts were so long. I washed them and they shrunk so tight that the v neck is all the way tight to my neck! Horrible and a waste of money!"
"Charles Vinson","1.0 out of 5 stars","The packaging was fine. However, the fabric feels very rough to the touch and on the skin what you wear it. I’ve tried washing to soften with minimal success."
"sergio juarez","1.0 out of 5 stars","to large . de,asiado larga , no emvian lo q se pide , no shipp like appear photo"
"scott walterschied","1.0 out of 5 stars","Cheap material"
"Samer Abusada","1.0 out of 5 stars","Cheap Disposable V-necks, Stretch out really easy , after first wash and dry the shirt remained oversized,"
"Gerry McAuliffe","1.0 out of 5 stars","Terrible purchase I gotta say. They’re not good quality at all. I’d rethink buying this item If I were u"
"Abdullah Farrukh","1.0 out of 5 stars","The material is sub standard. Uncomfortable."
"Elfido","1.0 out of 5 stars","No me llego el producto"
"Amazon Customer","1.0 out of 5 stars","Awful! Cheap fabric"
"Tera","1.0 out of 5 stars","My husband has been taking a shirt out of the package each day to wear to work. All the shirts have been fine until the last one. As you can see in the picture, there is a small hole in the center of the shirt. Since he has worn all the other shirts already, I am unable to return them."
"JM","1.0 out of 5 stars","These shirts are fine except for being too short. They are a good 3 inches too short for the size, I got XL and they barely reach my belt. I wear all other brands and shirts in XL and never had this problem."
"David M","1.0 out of 5 stars","the neck comes much lower than shown in the picture. Way too low - it looks weak"
"Oswaldo Leal","1.0 out of 5 stars","El producto nunca me llego"
"robie","1.0 out of 5 stars","The absolute worst undershirts I ever bought, I tested the fit when I received them , it was was perfect.
After I washed them, they shrunk so much it is uncomfortable to wear, extremely tight, and way too short.
Never again this brand. Spend a little more and get name brands.
Lesson learned..."
"Shubi","1.0 out of 5 stars","Fits a little small. But after 1 wash even with cold water, and hang drying the tshirts still shrank. But they were still useable.
Recently i was tucking one of the shirt and my finger went through creating a whole... it tore apart in less than 2 months of use.. i have similar undershirts from other companies that have lasted YEARs that did not tear apart or shrink.
GILDAN'S quality is not what it used to be :("
"Danielle D.","1.0 out of 5 stars","I ordered XL for my BF. He wears a lot of golf shirts and usually wears a large. I bought these for him to wear around the house with his jammies but they were way to small. If purchasing, go up 2 sizes from what you would ordinarily buy. Other than than, they are good quality, nice soft t-shirts."
"Amazon_G","1.0 out of 5 stars","The fabric felt like sandpaper and is a lint magnet. The fit was also weird.
Loose on the top and tapered at the bottom. And a little longer then what's needed. Great if you intend to tuck this T-Shirt into your pants like an undershirt to a dress shirt, but defiantly not for casual wear or as a standalone."
"Top 1,000,000th Reviewer","1.0 out of 5 stars","Bought these shirts according to the size chart. I read reviews and even bought a small instead of a medium. The shirts were huge and they came as a medium even though I ordered a small.
I was really looking forward to these shirts for work. Bought the brand before and they were great. Was hoping to get the same satisfactory product. Nope :("
"Amazon Customer","1.0 out of 5 stars","THESE SHIRTS ARE NOT SOFT!!!!! They are the scratchiest shirts I have ever felt. I have washed them 3 times already and still feel horrible. They also fit smaller than expected and shrink more after washing. Terrible. Wish I could give them 0 stars! DO NOT BUY!!!!"
"J RYAN","1.0 out of 5 stars","Not impressed extremely wrinkly even for an undershirt. Wash and dryed twice still beyond normal wrinkles. Would have to iron them to get them reasonably out. Weird fitting too super baggy around waste. Wasn’t expecting much for this price but these are bad. Pretty much just bought five work shop rags."
"George Queen","1.0 out of 5 stars","La caja de embalaje llego en buenas condiciones, las playeras vienen selladas dentro de una bolsa de plástico. Hasta aquí todo se veía muy bien, pero cuando saque las playeras de su bolsa note que 2 de ellas tenían 2 perforaciones a la altura de la espalda. por lo cual me decepcione del producto, ademas de que el algodón se siente muy áspero, nada suave. Así que opte por devolver este producto de pésima calidad."
"Hassan","1.0 out of 5 stars","It fits as expected and fabric is nice. However there was no white shirt in the package. My understanding was that there will be 3 black, one grey and one white shirt but instead I got 3 black and 2 grey. The worst part is that one of the grey shirt has a hole in it."
"Stephen A. Day","1.0 out of 5 stars","I am very disappointed in what I got! I went with this V-neck because the picture shows a more athletic fit, AND the actual V of the V-neck part is thinner/not as wide as wide as Fruit of the Loom or Hanes....that is the reason why I ordered these shirts and didn’t just go for the cheaper fruit of the loom or Hanes. I’m sorry but this was pure false advertising. Please correct the photo you have associated with these shirts. Unfortunately I cannot return the ones I got because I was so excited to wear them that I threw them straight into the wash to clean the chemicals out before I wore them. REAL BUMMER!! PS- Please let me know if the actual shirts that are in the photo are available."
"Adriana Cuellar","1.0 out of 5 stars","Me encanta la calidad de Gildan son muy buenos productos... lo malo fue que compré esas camisetas para obsequiar, cuando el festejado abrió el paquete se sorprendió de ver que había caramelo en una de las prendas y venía pegada tela contra tela... me apené bastante, le ofrecí cambiar el producto, pero prefirió decirme que él lavaria la prenda y solucionaria el tema."
"Frank Durnford","1.0 out of 5 stars","Nice color selection that was the only pro
the cons are that after one wash in cold water there was a big shrinkage and would no longer fit. Colour faded. Would not recommend it to anyone."
"Martin","1.0 out of 5 stars","They shrink a whole size after first wash! Also, there are fabric snags everywhere. It nearly fell apart. Not recommendable."
"Amazon Customer","1.0 out of 5 stars","Great fit when first tried on. About 4-5 inches hang past the belt. Decently snug around the body. After 2 washes they are now right on my belt line, sleeves are almost gone and chest is tight. Incredible amount of shrinkage. Order at least 1 size larger."
"PSL","1.0 out of 5 stars","It’s says cotton, but it’s a very itchy “cotton” and they have shrunk in length and I can’t wear them anymore. Very unhappy with this product."
"Trustworthy","1.0 out of 5 stars","These fit very very weird.... They shrunk 2 sizes in the wash not sure what the other reviews are saying the quality is pretty bad i ended up using them for rags"
"MG","1.0 out of 5 stars","these shirts i use for cleaning my bike the feel terrible and fit sucks after a wash or 2
very cheap quality"
"ZS","1.0 out of 5 stars","Shrunk after one wash on regular wash setting (warm water). The small became XXS. It now fits my son. If you are going to buy this, get at least one size bigger to accommodate for shrinkage."
"Paramvir Khurana","1.0 out of 5 stars","The product should come with a disclosure that it will shrink substantially on the first wash only. Also the threads were coming out from 2 of the 5 shirts from the armpit area- not a good experience. Won’t recommend to buy."
"Mary","1.0 out of 5 stars","Fabric is super thin and flimsy...I can see my skin colour the fabric is so thin..waste of money...disappointed in the poor quality"
"Steve M","1.0 out of 5 stars","Shirts shrunk two sizes smaller it seemed. The length went from questionably too long and loose to belly top. XXL size was ordered. Would not recommend."
"ben","1.0 out of 5 stars","If you have even slightly sensitive skin as I do these shirts are 100% unwearable. Very rough and uncomfortable material, cheapest cotton you could find."
"Tevill","1.0 out of 5 stars","One wash cycle in and it shrinks about 10% of the original size. Really disappointed about the quality and overall fit. Do NOT buy."
"Jorge Ramos","1.0 out of 5 stars","Producto de baja calidad. La tela es de muy baja calidad, áspera y al lavarlas se pusieron muy tiesas y rasposas. No volvería a comprarlas."
"Paul","1.0 out of 5 stars","These are terrible, rough like sandpaper"
"Mike","1.0 out of 5 stars","I'd like to think they made these for Sherk and his head, but for any human these shirts are only good for rags."
"Mickey Cee","1.0 out of 5 stars","Order at least 3 sizes bigger than you actually need and not sewn straight at all. Garbage"
"Martin","1.0 out of 5 stars","They shrink a whole size after first wash! Also, there are fabric snags everywhere. It nearly fell apart. Not recommendable."
"Cliente de Amazon","1.0 out of 5 stars","No me llegó mi pedido pero como venía en caja con otros 2 artículos al rastrearlo dice que ya se entregó pero no encuentro en donde quejarme de esto."
"YolandaTC","1.0 out of 5 stars","Me enviaron un cortador de manzana, lo regrese y es hora que no me reembolsan"
"Perry Hunchak","1.0 out of 5 stars","These look like hospital scrubs. Lose their shape after 1 wash"
"Lani Sinapi","1.0 out of 5 stars","Fits like a garbage bag. Terrible t shirt. Don’t buy these. Says true to size. Buy normal size. Really not the case. I take large in everything and and so I took large here since it says to take your normal size. Way too big. What a waste."
"ACustomer","1.0 out of 5 stars","These are possibly the worst shirts I've ever purchased. Don't be cheap, like me."
"Eric","1.0 out of 5 stars","I got 4 Grey shirts, 1 black shirt.... I was expecting a variety.. not happy at all."
"Unhappy customer","1.0 out of 5 stars","Only a pack of 4 t shirts were sent to me! It sucks because the one T shirt i really wanted, the white one, was the one that was missing.. this is not cool"
"Amazon Customer","1.0 out of 5 stars","stitiching on V neck area and the shoulder seams comes apart after light usage and a few washes. Probably go back to Fruit of the Loom or Hanes"
"Daniel","1.0 out of 5 stars","El material es de mala calidad. En la primera lavada se desprendieron costuras."
"Jim","1.0 out of 5 stars","not as slim as they look in picture"
"Psst","1.0 out of 5 stars","It's not the best of quality ! I guess you get what you pay for ...
Also make sure you get 2 sizes up"
"Sebastian Perez","1.0 out of 5 stars","These are the most uncomfortable t-shirts I've ever had. They irritated my nipples so much that I had to put bandages on them."
"Rick","1.0 out of 5 stars","The picture and description show a White Tshirt, but they give you a grey color instead... :( I really wanted the white one..."
"habibullah mohibullah","1.0 out of 5 stars","Not happy with"
"Mikey","1.0 out of 5 stars","The are not made of good material. They are very rough on the skin."
"Justin","1.0 out of 5 stars","Very disappointed with these shirts. When you first open the quality feels good but as soon as you wash it once it turns to cardboard and does not look flattering, i do not recommend."
"Amazon Customer","1.0 out of 5 stars","low quality"
"Saul Rivera","1.0 out of 5 stars","Pedí talla mediana y me llegaron talla 2XL
No me sieven si no son medianas
Favor de enviármelas en talla mediana y diganme donde o como regreso las 2XL que me llegaron"
"mark gatensby","1.0 out of 5 stars","Terrible shirts, I thought they would be really nice instead the material was very bad and worn and also they were covered in lint that was almost impossible to get off, save your money do not buy"
"jascha gonzales","1.0 out of 5 stars","Material is itchy and rough. Just trashy shirts over all."
"Denman","1.0 out of 5 stars","Good product, advertised 5 pack but received 4 pack. Not worth returning because one missing. Buyer beware!"
"Rajat Arora","1.0 out of 5 stars","Super bad quality. After a wash or two the hem seams rip open"
"Erik","1.0 out of 5 stars","El material es muuuuy corriente, no es algodón aunque ahí diga."
"Mercedes","1.0 out of 5 stars","La oferta era de 5 camisetas y me llegó un paquete solo de 4. Un error q me va a costar tiempo ya que era para un regalo. Y todo por un error del proveedor. Mala experiencia.."
"Amazon Customer","1.0 out of 5 stars","The shirts didn't fit well. The problem was in the cut. I think Hanes or Fruit of the loom are a better cut and have a better fit."
"Avenash","1.0 out of 5 stars","Completely shrunk"
"Mango","1.0 out of 5 stars","The shirt did shrink just a bit much after the first wash/dry cycle. Also, the v neck is too big. Makes for a goofy fit."
"Alejandro","1.0 out of 5 stars","El corte en V es demacrado abierto"
"Fa","1.0 out of 5 stars","Not good quality"
"big guy","1.0 out of 5 stars","Worst tshirt. Washed it once and it looks like crap"
"Nora Vargas","1.0 out of 5 stars","Pésima calidad. Mal fabricadas. Vienen con orificios en las costuras. No vale la pena este producto."
"Alex L.","1.0 out of 5 stars","Cheap material, doesn't breathe, always wrinked. Also no shape to the shirts. V neck is really big. Overall really poor quality"
"Amazon Customer","1.0 out of 5 stars","Pas assez fit Beaucoup trop large et après un lavage la couleur a déjà pâli ."
"Mustafa","1.0 out of 5 stars","I was search about slim fit, and your product straight and classic, so bad material, not as I expecte .. I don't recommend that .👎👎👎👎👎👎👎👎👎👎👎👎👎👎"
"Amazon Customer","1.0 out of 5 stars","Poor quality"
"Mariana M","1.0 out of 5 stars","Mal 👎
Lo pedí y nunca llegó. Pedí reembolso y tampoco llegó."
"Amazon Customer","1.0 out of 5 stars","shirts fit just above the belt when I first got them and then shrunk even worse in the wash. Why can’t they make shirts longer from
the start!"
"Remington Lacroix","1.0 out of 5 stars","I bought a 5 pack and only received 4 shirts."
"martin montpetit","1.0 out of 5 stars","the fabrics get soooo loose during you wearing it"
"Austin","1.0 out of 5 stars","Cheap and canvas like material. Did not like. Might be good for shop rags."
"hector","1.0 out of 5 stars","Es de mala calidad no recomiendo"
"Paula K","1.0 out of 5 stars","v neck is very low."
